,air_date,director,episode_description,episode_number,link,rating,rating_count,season,storyline,title,writers
43,14 Nov. 1991,Jim Reardon,"After Homer fails a fathering test, he decides to help Bart build his Soap Box Derby racer. But Bart dumps Homer and their racer after Martin's far superior vehicle suddenly becomes available.",9,http://www.imdb.com/title/tt0768558/?ref_=ttep_ep9,7.9,"1,329",3,"Feeling inadequate as a father, Homer helps Bart get involved in the soap box derby with a flimsy car, especially compared to the ones used by Nelson Muntz and Martin Prince. When Martin is injured from a race(despite winning), Bart is so impressed that he visit's him in the hospital, where Martin urges him to take his superior car and use it to defeat Nelson, even though he knows it'll cause a rift between him and his father.                Written by
Daniel Timothy Dey",Saturdays of Thunder,"Matt Groening (created by), James L. Brooks (developed by)"
44,21 Nov. 1991,Rich Moore,"Moe claims that a drink that Homer invented is his own. After the drink makes the bar a local hot spot, Moe gains a number of fair-weather friends but loses Homer's friendship.",10,http://www.imdb.com/title/tt0701098/?ref_=ttep_ep10,8.8,"1,792",3,"Moe claims that a drink that Homer invented is his own. After the drink makes the bar a local hot spot, Moe gains a number of fair-weather friends but loses Homer's friendship.",Flaming Moe's,"Matt Groening (created by), James L. Brooks (developed by)"
45,5 Dec. 1991,Mark Kirkland,"Burns decides to retire and sells the power plant to a German consortium for an exorbitant price. Homer's laziness and inefficiency are quickly exposed by his new bosses, and he is laid off.",11,http://www.imdb.com/title/tt0769743/?ref_=ttep_ep11,8.2,"1,436",3,"Burns decides to retire and sells the power plant to a German consortium for an exorbitant price. Homer's laziness and inefficiency are quickly exposed by his new bosses, and he is laid off.",Burns Verkaufen der Kraftwerk,"Matt Groening (created by), James L. Brooks (developed by)"
46,26 Dec. 1991,Jeffrey Lynch,"As Marge goes to the doctor for a pregnancy test, Homer tells the children of the events leading up to his marriage, and Bart's birth.",12,http://www.imdb.com/title/tt0768556/?ref_=ttep_ep12,8.2,"1,345",3,"Whilst Marge seeks confirmation that she is pregnant Homer tells the children how she became pregnant with Bart - after a sex session after seeing 'The Empire Strikes Back' and they married in haste. Marge's family looked down on Homer as he could only get a succession of menial jobs but when he found work at the nuclear power plant he told them to respect him.After he has told his story Marge comes back to say she is not pregnant after all.                Written by
don @ minifie-1",I Married Marge,"Matt Groening (created by), James L. Brooks (developed by)"
47,9 Jan. 1992,Carlos Baeza,"After Bart receives a microphone which can transmit through radios, he decides to pull a series of pranks and eventually convinces the town that a boy has fallen down a well.",13,http://www.imdb.com/title/tt0701200/?ref_=ttep_ep13,8.5,"1,509",3,"For his birthday Bart gets a microphone which can transmit through the radio and uses it to convince Springfield that a boy called Timmy O'Toole has fallen down a well, a prank which attracts a media circus until exposed as a hoax. This means that when Bart also falls down a well people are initially reluctant to dig him out.                Written by
don @ minifie-1",Radio Bart,"Matt Groening (created by), James L. Brooks (developed by)"
48,23 Jan. 1992,Rich Moore,Homer uses Lisa (and her prognostic skills) to help him bet on football games.,14,http://www.imdb.com/title/tt0768557/?ref_=ttep_ep14,8.0,"1,311",3,"Lisa wants to spend some quality time with her father on a Sunday afternoon, but Homer is only annoyed since he is watching football (and losing money from his poorly placed bets). When a 1-900 football hotline and other resources don't work out, a desperate Homer asks Lisa for whom she thinks will win the next game. Lisa's pick turns out to be right, and Homer invites her to spend time with her on the next Sunday. Lisa's prognostic skills help Homer win a fortune from Moe in a clandestine betting pool (which Moe runs under Chief Wiggum's nose), but soon ""Daddy-Daughter Day"" may come to an end with Super Bowl Sunday, especially when Homer thoughtlessly plans a bowling outing with Barney on the Sunday after the Super Bowl. Lisa is crushed (and Marge outraged) to learn that Homer only created ""Daddy-Daughter Day"" to help him gamble, and a remorseful Homer tries to beg Lisa for forgiveness any way he can. Lisa makes the prediction that if Washington were to win the Super Bowl, she'd ...                Written by
Brian Rathjen <briguy_527323@yahoo.com>",Lisa the Greek,"Matt Groening (created by), James L. Brooks (developed by)"
49,6 Feb. 1992,Mark Kirkland,"While Marge spends a couple of days at Rancho Relaxo after she has a breakdown, Bart and Lisa stay with Patty and Selma, and Homer stays at home to take care of Maggie.",15,http://www.imdb.com/title/tt0768555/?ref_=ttep_ep15,8.0,"1,309",3,"After a stressful day, Marge has a nervous breakdown and parks her car in the middle of a bridge. Marge decides to take a vacation by herself. Bart and Lisa are sent to stay with Patty and Selma, while Homer is left at home to take care of Maggie. When Maggie goes missing, Homer only just manages to find her before Marge gets home.                Written by
crouchbk",Homer Alone,"Matt Groening (created by), James L. Brooks (developed by)"
50,13 Feb. 1992,Carlos Baeza,"After Mrs. Krabappel gives Bart a month of detention, he gets his revenge by responding to her newspaper singles ad. Meanwhile, Marge suggests Homer to start a swear jar to stop him cursing.",16,http://www.imdb.com/title/tt0768553/?ref_=ttep_ep16,8.3,"1,412",3,"Lonely Enda Krabappel has punished Bart for one of his shenanigans again, so he decides to take revenge on her by responding to a personal ad, pretending to be a potential new boyfriend. Successfully stringing her along with corresponding love letters and setting her up for a date that goes bad, he starts to feel guilty over his actions and calls for help from his family to lift her spirits.                Written by
Daniel Timothy Dey",Bart the Lover,"Matt Groening (created by), James L. Brooks (developed by)"
51,20 Feb. 1992,Jim Reardon,"Homer and his co-workers qualify for the plant softball team's league final, but Mr. Burns hires nine professional MLB players in order to win a $1 million bet.",17,http://www.imdb.com/title/tt0701114/?ref_=ttep_ep17,8.7,"1,810",3,"Homer and his co-workers join the power plant's softball team and qualify for the final. When Mr. Burns hears his plant is playing the final against Shelbyville's power plant team, he makes a $1 million bet with the owner of the Shelbyville nuclear power plant, Aristotle Amadopoulos. To make sure he will win the bet, Mr. Burns hires 9 professional baseball players (Roger Clemens, Wade Boggs, Ken Griffey Jr., Steve Sax, Ozzie Smith, José Canseco, Don Mattingly, Darryl Strawberry, and Mike Scioscia), but 8 of the players are of the team after getting involved in different accidents. Unfortunately for Homer the professional player left is Darryl Strawberry, a right fielder like Homer, but in the end everything is up to Homer.                Written by
Emil Petersen",Homer at the Bat,"Matt Groening (created by), James L. Brooks (developed by)"
52,27 Feb. 1992,Jeffrey Lynch,"The results of a standardized test steer Bart in the direction of law and order at Springfield Elementary School. However, Lisa becomes so depressed by her results that she turns to juvenile delinquency.",18,http://www.imdb.com/title/tt0701204/?ref_=ttep_ep18,8.2,"1,336",3,"After taking a career aptitude test at school, Bart is surprised to hear that ""police officer"" is his ideal vocation, while Lisa is devastated to be told that she is only fit to be a homemaker. Bart becomes a hall monitor, while Lisa adopts a sulky, rebellious attitude.                Written by
crouchbk",Separate Vocations,"Matt Groening (created by), James L. Brooks (developed by)"
53,12 Mar. 1992,Jim Reardon,"The Simpsons wind up regretting paying for an expensive surgery for Santa's Little Helper. He then runs away from home, winds up in the animal shelter, and is adopted by Mr. Burns to become an attack dog.",19,http://www.imdb.com/title/tt0768554/?ref_=ttep_ep19,7.7,"1,292",3,"Lottery fever hits Springfield, but the Simpsons are forced to forgo a lottery ticket, and many other luxuries, to pay for a life-saving operation for their dog, Santa's Little Helper. All their personal lives are affected negatively by the sacrifice, and they come to resent Santa's Little Helper. He runs away and is captured by Mr. Burns, who trains him to be a guard dog.                Written by
Anonymous",Dog of Death,"Matt Groening (created by), James L. Brooks (developed by)"
54,26 Mar. 1992,Mark Kirkland,"Homer becomes the manager of a beautiful young country singer and finds himself almost attracted to her, sparking Marge's jealousy.",20,http://www.imdb.com/title/tt0701082/?ref_=ttep_ep20,7.9,"1,370",3,"After yet another row with Marge, Homer goes to a bar, where he hears local waitress Lurleen Lumpkin sing and is so impressed he takes her on as his client, arranging gigs and a recording contract for her. However, when they are alone in her trailer Lurleen makes a pass at him but Homer, loyal to Marge, resists and hands over her career to another agent. Lurleen publicly celebrates Homer's fidelity in a song.                Written by
don @ minifie-1",Colonel Homer,"Matt Groening (created by), James L. Brooks (developed by)"
55,9 Apr. 1992,David Silverman,Sideshow Bob gets out of jail and plots to take his revenge on Bart by marrying his Aunt Selma and killing her.,21,http://www.imdb.com/title/tt0701070/?ref_=ttep_ep21,8.2,"1,369",3,"Marge's sister Selma has been writing to Sideshow Bob whilst he was in prison, and, on his release announces their intention to marry. Bart is appalled. Unlike everybody else he is unconvinced that Bob has changed and believes that, as Selma has come into money, he will attempt to murder her on their honeymoon. And he is right. Putting two and two together Bart works out how Bob plans to blow Selma up and manages to thwart him in time.                Written by
don @ minifie-1",Black Widower,"Matt Groening (created by), James L. Brooks (developed by)"
